text,label
every wifes dream,0
['one aver he didnt kill the blackbuck though everyone fuck he did former say he kill the black buck though everyone be intimate he didnt'],3
['kill the jews and muslims for equal antiwhite'],3
['thats bed up but ace like information technology'],1
['bitch please go back to england'],2
['kunal karma fails to crap people laughtechnique hi galat hai tumhari'],1
me throughout the year me during diwali scoopwhoopcom,0
['slipped and hit the bathtub now everyone is asking if thing are okay at menage'],3
['when muslim people use km per hour instead of dud per allah hu akbaar this is wherefore 1 dud people'],3
['jokesmelon when you are in final year of applied science but cant fix home appliances parents iss lallu laal pe to bina matlab hi paise waste kr rahe hei'],1
['my pockets after i waste material my money on stupid stuff'],2
['kunal karma fail to make people laughtechnique hi galat hai tumhari'],1
['i think information technology funny story to haggle over damage with hookers when youre just going to kill them anyway'],3
['buckeye state i pissed you off suck information technology up buttercup im an dickhead its what i coiffure'],1
['iodin was that character of student who hated this side simply loved this'],2
every indian right now ye radha kon hai be,0
['kidsapke mobile mai game haimebhaag madharchod'],2
jab ap cycle se sidha car pe ajain,0
['rozgarca memeswala when your skillful friend down your pakki goti in luso saala saanp ko paal raha tha'],3
vigilante vigilnte all this but still couldnt press the brake pedal that night filmfare filmfare  what salmankhans workout sessions are like,0
['well it was tough getting this community up to standards but be alwhite now wispy place over there simply whats that dont talk smuggled to me you small n ewborn african'],2
['thats black multitude for ya what perform you expect'],2
['pakistanpatient recovers from coronavirusthrows company to peopletested positive again gaand fate toh fate par nawabi na ghate'],2
['gave my married woman an orgasm ungrateful bitch spitting it out'],2
['when the school shooter ardour at the retarded kid just it ricochets off of his helmet and obliterate the shooter'],3
['top posts chettinad palace your attitude crataegus laevigata injure mebut mine privy yet kill you'],3
['so i was suckle on her tts then the husband walks in and i just skt myself'],1
['papa duniya gol hai na nahi beta duniya madarchod thiduniya madarchod haiduniya madarchod rahegi'],2
['he told his daughterdont tell anyone that your founding father is a janitorthey will laugh at youshe posted this photo on social networks and wrotemy dada is a janitorhe is my pridei love life youdad'],1
did he just escape from the jail or its just a fashion,0
shit someone added too much soap to the dishwasher again,0
['marry me to bed and do whatever you need'],2
['im a unproblematic world i see booty i strike like'],3
they freeze at  c they burn at  they save pregnant woman durin floods they come to rescue theyre ready in earthquakes when they return home in tricolorfamily member joins army indian armythe real hero,0
['comedian caught releasing laughing gas on his showarrested other stand improving comedian mast programme hai'],1
['i says he didnt down the blackbuck though everyone knows helium did other says he vote out the black sawhorse though everyone knows atomic number 2 didnt'],3
link kidhar hai link bio mein hai,0
['rozgarca memeswalaladka when your best admirer kills your pakki goti in ludo saala saanp ko paal raha tha'],3
['instructor what is the name of stadion locate in ahmedabad bal narendra its barendra modi stadium teachher idiot maine stadium ka naam ouncha hai tumhara nahi bal narendra will learn in'],2
['this shit is wherefore ane bake multitude'],3
['its not a hijab it a diaper for people with prick for brains'],1
['ask that dumb ass enquiry once again and ill head out'],3
perfect wife doesnt exist,0
['when you realize your goat with another man'],2
['they can bolt down the messenger merely they cant over shoot down the message'],3
['ask that dumb ass interrogation once again and ill head out'],3
['sexbomb sexbomb you are my sexbomb'],1
not at all fast only furious mumbai,0
['nepotism in bollywood be like director chutiya hau tumhara ladka bollywood fame chutiya hai ye important nahi hai hamara ladka hai ye important hai'],2
['virat no user found viratkohli mutual follower indicate rohi rohit sharma follow in the meantime viratsaala jalta hain mujhse'],3
['top spot chettinad palace your posture crataegus laevigata hurt mebut mine can even kill you'],3
['goalert a pilot light was dismiss by us for pinch pm is an idiot when we sack up him he said i was referring to boris johnso but we refused to believe him and saidyou cant fool u we know which pm isan idiot take flight smart start'],2
['fuk cafes and restaurants this is how me and my homies keep birthday'],3
['do you have it away how to habituate an oven operating theater do i need to dig up hitler so he can buoy show you'],3
university ki memes assignments submitted by me and my friends,0
this man deserves a salute,0
when you upload your childhood picture on childrensday and your crush commentsyaarkitne cute the tum,0
['we fly planes into their construction now they snog our keister'],1
['fuk cafes and eating place this represent how me and my homies celebrate birthday'],3
['well disposed reminder a floozie and con man are in the white sign bed things up'],3
better wear mask and stay away from the crowd rather than being the  person on the bed,0
['dazed people should carry a mark to allow others know theyre stupid pine tree state some practice'],2
['if you believe that ive dumbfound a virgin capricorn the goat to sell you'],1
['information technology doesnt matter how proficient your grades be or if you have a high iq if you miss logic reason and common mother wit youre fucking stupid'],2
['it might depend love up but her handjobs embody fucking unbelievable'],1
['information technology not a hijab information technology a napkin for people with shit for brains'],1
the next level creativity,0
relationship status nowadays,0
['sumit abay sumit sunnah haan bol atomic number 53 love you bhag bsdki apr fool banaya … atomic number 2 she'],2
['during sex activity pati darling ladka nikalu ya ladkiwife dard se meri gnd fati ja rhi hai phle jo dala hai wo bahar nikal'],1
['you are the fishy one perhaps ill vote down you last'],3
['this pork is thus raw its ramadan clip moslem worship porcine'],2
['putindo you lie with siberia guy no vladimir putin you leave if you recoil the chairman one more time'],3
modiji jo america ko dia wo hame bhi do na kyawo hydrogen are hydroxychloroquine hai wo gand me hydrogen bharo re iske,0
how your booty feels after the taco bell drops,0
['moments after you post something that you know is gonna start some jack'],1
"[""ne'er had one before what a way to yourself a white cunt""]",2
['kidsapke mobile mai game haimebhaag madharchod'],2
['horn as a female look like yo deems taylor swift'],1
the girl you like her father her brother her ex her crush you,0
['democrat jan schakowsky defend ilhan omar she comes from a unlike culture where they want to kill whole the jews'],3
['this pork barrel is so raw information technology ramadan time muslim worship piggy'],2
['would you alike a drinki have a boyfriendim the server stupe'],2
"[""i have ne'er been afraid of ghists and horro movies but this horseshit used to scare me like scheol""]",3
['nibble the peace of peacockitmakesyouasselfpainkiller'],3
['gave my married woman an orgasm ungrateful bitch spit information technology proscribed'],2
['i mightiness non be full at sucking cock but i send away put beavers outta work'],1
['most mortifying sexual urge momentour grannie walked in our'],1
so i was sucking on her tts then the husband walks in and i just skt myself,1
"[""i require to bind your paw laugh with youwalk next to you snuggle on the couch look into your eyes talk about everything osculate your face every tinker's dam day""]",1
['raise your hand if you call up stress ball really exploit an ut world health organization ask a accent ball when you have boobs'],1
['this capricorn is so naked as a jaybird moslem are trying to fuck information technology'],3
when your friend who doesnt bring a water bottle to the class keeps on drinking water from your bottle pi na laudeya,0
['jokesmelon when you personify in final year of engineering but cant fix home appliances parents iss lallu laal pe to bina matlab hi paisa waste kr rahe hei'],1
['hitler want this embarrassing picture of him destroy'],3
['aaj sex ho jaye nehi baba movement of holy warriors papa ke ghar mingy hai … to kya mera baap ka ghar rendikhana hai jo roz taiyar holmium jati hai bkl'],1
['the like laws that you defend to silence citizenry you differ with can be used to silence you dumbass'],2
['if you pronounce these islamic protester are violent they will kill you'],3
['not certain if youre being funny or stupid'],2
['dogs are so stupid lol pat tap later john ki maakichootbehenkaloda mujhe stupid kehta hai khud toh kabhi ek ladki nahi pta skaa'],2
netflix a virgin guy kapo biopic,0
['i need blanched the great unwashed and aspirins out of this country why because they cost white and they forge'],3
['game of throne squad are thinking about build up a docudrama about hitler'],3
my name is lee brett lee jaspreet my name is preetjaspreet quinton de kock can we stop this,0
hey can i come into your heart,0
['so i was sucking on her tts then the hubby walks in and i just skt myself'],1
['felling cute might fuck a stooge subsequently idk'],3
['this is what racy white trash looking at like and its fourth dimension to take out the shabu'],1
['multitude bullshit how can you see an image me moonshanky'],3
['your brain tricks you into seeing yourself times more attractive in the mirror than you actually be this shit hurt my intuitive feeling'],1
nobody literally nobody people after knowing me aap lagte bhole ho lekin ho nahi,0
['if you think drive only with a mask is dumb one raise you this'],2
three idiots phollow dis page bhencho live ii igtv ii bakchodi unseen comics ii memes followed by  and  others read caption for comixs,2
['tf be she lookin at'],1
what could be more romantic than this me sitting on your face,0
['rozgarca memeswalaladka when your better friend kills your pakki goti in ludo saala saanp ko paal raha tha'],3
['when you be singing a call of a sudden your idiot friend bulge sear it too'],2
['adolf hitler looking sad af'],3
hitler looking sad af,3
['see i fuckin told you a little foil on top donjon them juicy mass medium rare is well'],1
['you are the risible i maybe ill toss off you last'],3
['this goat is so peeled moslem are essay to fuck information technology'],3
['hitler and il duce sharing a jape'],3
['atomic number 53 cant kill the terrorist theyre all my relatives'],3
me when i try to watch a hindi movie without subtitles despite being able to speak the language conversationally kahna kya chahte ho,0
on ur way going to d church u see someone beating ur mum like dis what would you do,0
['youre the goat'],2
['me watch prime time intelligence me obtuse fuck juice scoopwhoopcom'],2
still one of the most iconic pic,0
['cringe dont birth any dressing horse sense omg harry styles so cute'],1
['a foolish man ploughshare his problems a isaac mayer wise man plowshare his meme'],2
['dafaq is wrong with robberts dog'],1
['when youre broke but yet order food for thought from on line gaand portion toh destiny par nawabi na ghate'],2
['rohit'],3
['when black market people make white jokes when white multitude make inglorious trick'],2
['oh i pissed you off suck it upwards buttercup im an dickhead information technology what atomic number 53 do'],1
['pigeon after they rat no scope on your elevator car and unlock the rainbow peel'],3
['atomic number 53 really dont talk to anybody how unity practice to anymoreall that friend shit faded when one realise people solely want you around when its beneficial to them'],3
aaaaaaaaaaaaaah my dick is stuck in the drawer,1
['jokesmelon when you are in final year of engine room just cant mend home gadget parents iss lallu laal pe to bina matlab hi paise waste kr rahe hei'],1
aisa kheech k lafa dunga,0
['when you find out the girl you comparable doesnt like dank meme vex maine be intimate up 1 wager she wipes back to front what a thot that foolish hoe single hope she die'],2
people with unlocked rooms on houseparty kundi mat khadkao rajaseedha andar aao raja,0
maths teacher  c backbenchers  sec c,0
['life has never give maine lemons information technology has given pine tree state anger issues anxiety a dearest for alcohol a severe dislike for stupid citizenry merely not lemons'],2
['notice this dimension be a farm farms have animals creature make funny speech sound smell bad and have sex open air unless you can tolerate noise odour and outdoor sex dont buy dimension following to farm'],1
['she baby suck my bbs henahi babymain sirf amul ka doodh pita hu'],1
['considerably there information technology be the stupidest blooming thing ive seen all day'],2
['oh my god ace dont give a fuck'],1
['yall got any more a them cracka fucking crackas'],1
['x did you know that out of cornet sponsor be just as unintelligent as the other'],2
['beelzebub is hot lets kill all noncatholics antichrist sun worship'],3
['what part of ane didnt find shit liberals do you not empathise'],1
['its not dazed if it works'],2
my first act getting rid of the smell he brought to the house,0
['rozgarca memeswalaladka when your best friend kills your pakki goti in ludo saala saanp ko paal raha tha'],3
high petrol prices mean people will use it conservatively and that good for environment modern problem require modern solution,0
['only man to grant a terrorist jillion dollars for kill an american oldierfucking scum udder'],3
['living in india right now im surrounded by retard'],2
['unity swear some mass were conceive through anal retentive sex because theres no way personify that much of an son of a bitch is natural'],1
opens ice cream shop only sells shakes,0
['blank chalk go to hell trump fuck donald trump'],3
dental clinic dr shalini agarwal bdsmum,0
['i really dont talk of the town to anybody how i used to anymoreall that friend shit languish when i realize people only want you around when its beneficial to them'],3
['no im non going to kill the gays pee pee slavery effectual and take away char rights im non a muslim'],3
['i cant belt down the terrorists theyre all my congeneric'],3
['and then i tell that goat fucker suck my star bespangle dick'],3
['lucifer is hot lets wipe out all noncatholics antichrist sun worship'],3
['thats sleep with up merely i like information technology'],1
coolest warning if you hit this sign you will hit that bridge ,3
['when you escort your goat with another human beings'],2
['game of throne team are imagine about build a documentary about adolf hitler'],3
['gentle giant ikunaal if abhishek wasnt bachchan abhishek bachchan juniorbachchan replying to ikunaal hahahaha funnybut notwithstanding substantially looking than you'],1
['if you could kick back an obama in the nuts which would it be'],3
['kenyan crap'],1
['follwers following suggest virat no users found viratkohli follwers following suggest rohi follow meanwhile virat saala jalta hai mujhse'],3
['thoughtsindveng stumble the flat coat harder than the bloke helium punch outside that bar'],3
he is on bicyclefootpaths are safei repeatfootpaths are safe,0
['if you believe that ive generate a virgin goat to sell you'],1
['gentle giantikunaal if abhishek wasnt bachchanabhishek bachchan juniorbachchan respond toikunaal hahahahafunnybut still better front than you'],1
ipl fact virat kohli is a punjabihe is from delhi he plays for banglore and punjabdelhibangalore have never won an ipl trophy,0
['maine not keeping dishes in the kitchen at once this is an avengers take down menace'],3
['my kid threatened to hold his hint until i gift him dessert atomic number 2 now passed out on the kitchen floor i dont negotiate with terrorists'],3
binod binod  is trending  le me kon hai wo kon hai wo,0
['nepotism in bollywood equal alike music director chutiya hau tumhara ladka bollywood celebrity chutiya hai ye crucial nahi hai hamara ladka hai ye important hai'],2
['american cops when they graduate police academy let the black serviceman amount forth let execution be done upon him'],3
['thoughtsindveng hit the ground harder than the bloke he plug international that measure'],3
['kenyan diddly squat'],1
['girls gonna take delineation similar this and even hate on each other'],2
did you know you are supposed to pull anal beads out slowly i didnt i started the wife up like a fucking chainsaw,0
['coolest warning if you come to this sign you volition murder that bridge deck'],3
bhai editing tu daikh k kia kar,0
['chief curve bone spurs aka donald trump proving you dont receive to be poor to follow white trash'],3
['when my girlfriend pissed me off but she runs done the room in her draws pine tree state my shaft'],1
found this kpop fan birds and they are kinda cute,0
['well in that respect information technology is the stunned fucking thing ive seen all twenty four hour period'],2
['most embarrassing sex momentour granny walk in our'],1
wow,0
['thither is no such affair as an appropriate joke thats why its a joke'],1
['virat no users found viratkohli reciprocal following suggested rohi rohit sharma follow meanwhile viratsaala jalta hain mujhse'],3
['donald cornet is my bitch you stunned arrogant american'],2
['living in india right at once im surrounded by moron'],2
me wont be coming had an accident boss shift mei koi nahi hai plz login har lo me  logging in,0
['omg helium mad'],2
['thrki boss … permottion क े ल ि ए पड़ े ग ा म ु झस े ठ ी क ह ै सर ल ी ज ि य े read full narration on'],2
sometimes in life we hang on tight to the wrong things,0
['poonam pandey poonamp chasing should be cake walking indvpak retweet if u agree smoke skills smokingskill yes but isme nange hone wali kya baat hai poonam ji'],3
gave my wife an orgasm ungrateful bitch spit it out,2
['goalert a pilot light was sacked by us for tweeting post mortem examination is an idiot when we sacked him he said i was consult to boris johnso only we refused to believe him and saidyou cant sap us we sleep with which pm isan idiot fly smart go'],2
when youve had a rough day but youre trying to stay positive its great im great everythings just great,0
this is lynn lynn got a watch for her birthday just kidding she hasnt opened her present yet,0
['other state to china puri duniya ki maa chd di bhenchd tune'],2
sumit abay sumit sunna haan bol i love you bhag bsdki april fool banaya he she,2
['your black neighbor after you call the bull'],2
me scrolling through my phones gallery,0
['free ovalbumin are the corking enemy of african american language james meredith james merideth is a republican an author and about notably the first black student admitted to the university of missippi'],3
when you have  in your atm but you press  to see if any miracle can happen atm be like  oobsdk,0
nagar mai dhindora pitwa do dada beardo pe upto   off hai link bio mai hai,0
['musslamic populist ilhan omar has jeopardize member of congress shes tell several republicans that blast send them shawarma to give them a taste of her culture'],3
['when you regain out the daughter you like doesnt like dank memes induce me have it away up i bet she wipes back to front what a thot that gooselike hoe iodine hope she die'],2
['ask that dumb screw question once again and ill head out'],3
me wow this app is fantastic app take a moment to rate us me no,0
['get rearwards in that oven you racist white bitch'],2
['when youre broke just yet order nutrient from online gaand fate toh fate par nawabi sodium ghate'],2
['dck pic pie chart requirement supply'],1
is umar pe main nanga sota tha  anuj patel vo bhi nanga hi soyega,0
['fuck dark excuse what was thala do here'],1
['not certain if youre being fishy or stupid'],2
['when your gf insulting you but you require sex tonight'],1
['papa duniya gol hai na nahi beta duniya madarchod thiduniya madarchod haiduniya madarchod rahegi'],2
['hours ago karnataka resident burst firecrackers to celebrate the reopening of spirits shops mxplayer bevda gaand fate toh destiny par nawabi na ghate'],2
kab tak teri galtiyon ka tokra main apne sar par le kar ghoomata rahunga,0
raveena tandan is approaching with her new upcoming series with fresh content and her fresh lookslegacywebseries this talent powerhouse is all set for an epic rivalry,0
['fcuk itdora fatehi'],3
['fishy tweets bombay times bombaytimes cant ake our eyes off this freehanded lump sohailkhan'],1
['when she finally harmonise for a long drive but petrol price crisscross express joy crying'],1
['import after you carry something that you know is gonna start some shit'],1
['they stern kill the messenger but they slant bolt down the subject matter'],3
['i will stamp out this clean man ooo wwe fans'],3
['you find a new youtuber hes funny all of his videos equal fishy his last video was year ago'],1
['hmmm lets see what sort of conspiracy theory can i get those ashen trash follower of mine to devolve for following'],3
['dont allow hands world health organization hate women to define feminism as women who hate military personnel emmycoletti'],2
['musslamic populist ilhan omar has threatened members of congress shes told respective republican that shell send them shawarma to give them a sense of taste of her acculturation'],3
a hijab is a veil worn by muslim women in public its their choice to do so,0
['when your homie throws a centre react on your status precisely fucking kiss me adult male'],1
['if youre protesting against this man visiting the united kingdom but protesting for this woman to refund to the uk then youre a exceptional kind of stupid'],2
['keep flirting with me i volition bump you and i testament fuck you'],3
finch laude ek baar bahar aanakuch baat karni hai,0
['follwers following suggest virat no users found viratkohli follwers follow suggested rohi follow meanwhile virat saala jalta hai mujhse'],3
['comedymetvbd try to not laugh challenge must watch modern suspicious tv installment'],1
when you told her you was going to fuck her till she was stupid,2
['dude youve start the ugliest canis familiaris ive ever examine'],1
mom remember no bikini girls,0
girl uploads a pic random boy tum husn pari tum jaanejahaan tum sabse haseen tum sabse jawaan,0
['motivation iodine female player for this gameany volunteer mehta malaysian mujahidin group haanpatahai replying to jokebazz ladki tujhse fasti naidaaru abhi sasti nai rishabh genus beta masti naiii'],1
['you outrage em we scratch em no fetus fire defetus'],3
['x did you know that kayoed of trump supporter are scarcely as stupid as the other'],2
['deep the stunned runs live with your mother should have'],2
['duniya mai kitne madarchd hai'],2
nice try women now go back to the kitchen,0
neighborhood aunty be like,0
class starts at  girls entering at  the teacher is gonna be so mad at me boys entering at ,0
['hitler and mussolini deal a laugh'],3
white black red comment your choice,0
dekhowo aa gyi,0
['my current life me love societal media by portion out memes ishitaroy'],3
them  are you okay you looke tired me  wow ok rude also me,0
the best converstations are from  to  am,0
['thats black people for ya what do you expect'],2
['me watching friends without laugh caterpillar tread scoopwhoopcom'],1
during sex i suddenly stopped and didnt move she what are you doing me hush bitch i seen this on pornhub its called buffering,1
['listen bitch before you start fucking with me you should know my team be large'],2
['give me a hot dog kickshaw human'],1
['one leave fucking choke slam you with my dick'],1
['she never fooled youyou forever knew exactly what she wasand you lover her anyway'],2
be with someone who says babelets fix thisi cant lose you,0
teacher what is the name of stadion located in ahmedabad bal narendra its barendra modi stadium teachher idiot maine stadium ka naam ouncha hai tumhara nahi bal narendra will see in ,2
 youtube vs tiktok pubg players,0
['when you look at your check stub and ensure how much union and state took you raggedy grouse'],2
a new super earth that takes  days to complete a year has been discoveredplanets mass is around  times the mass of earth situated  light years away from earthit orbits around star gj  red dwarfanother hope for multiplanet human life expansion,0
she tum din bhar mere bare me sochte rhte ho he nahi raat me bhi she ye pata ke hi manega,0
['countenance maine salute to hitler the bully helium say i would have killed all the hebrew of the world just i kept some to show the globe wherefore i killed them'],3
['esther you so ugly im gonna take yo expression and stamp out sum gorilla gorilla cookies'],1
whatsapp bandi se milne gaya hai nasab pata hai mereko,0
['moments after you post something that you know is gonna start some shit'],1
['and then i assure that caprine animal fucker suck my star spangled dick'],3
people fighting over dhoni yuvraj and gambhir forgot about this legend who bowled an outstanding spell,0
['now i understood wherefore she laugh literally for no reason'],1
['pelosi slams trump after he gets mexico to cave says threats temper conniption be no way to negociate extraneous policy wherefore is she so mad that trump got mexico to in the end help us stop illegal immigration'],3
['one think its funny to haggle over price with hookers when youre just going to defeat them anyhow'],3
['problem with the world is that … intelligent citizenry be full of doubtfulness … while the unintelligent 1 are total of confidence'],2
['me and my best friend laughing at something stupid nobody else find funny'],2
['i really dont talking to anybody how i used to anymoreall that friend asshole languish when one realized people entirely want you around when its beneficial to them'],3
['me watching prime time word pine tree state dim fuck juice scoopwhoopcom'],2
['follwers abide by suggest virat no users notice viratkohli follwers following suggested rohi follow meanwhile virat saala jalta hai mujhse'],3
me watching friends without laugh track scoopwhoopcom,1
['gaand fatey toh fatey nawabi sodium ghatey'],2
reaction for men shot reaction for vibration shot,0
['screw information technology doggy style practice'],3
gonna go outside yolo anne frankly i thought she should have stayed home,0
so its like drugsits better than drugs jeremy,0
['iss baar ipl pakka rcb jeetegi neeche kya dekh rahe holmium joke uper hi khatam holmium gaya'],1
['hi im mark zuckerberg and im a no just cock mark'],1
mutthal toh mutthal howe hai chaahe bmw driver ho ya truck driver,0
['well it be tough getting this residential district upward to standards but represent alwhite now shadowy place over there but whats that dont talk black to me you little n ewborn african'],2
['aaj sex holmium jaye nehi baba hum papa ke ghar mean hai … to kya mera baap ka ghar rendikhana hai jo roz taiyar holmium jati hai bkl'],1
['if youre protest against this man confabulate the u.k. but protesting for this cleaning woman to turn back to the uk then youre a exceptional form of stupid'],2
peoples birthday my birthday,0
['donald trumpet caught while building his own business firm after losing election'],1
['your brain tricks you into seeing yourself times more attractive in the mirror than you actually comprise this shit hurt my touch sensation'],1
nothing much just a picture of abd carrying rcb,0
aditya illumonadiii how old were you when u had your first kiss ameya ameyabharati im  right now but im hopeful same,0
['i very dont talk to anybody how single used to anymoreall that friend jack blow over when one realized the great unwashed only if want you around when its beneficial to them'],3
['der fuhrer and mussolini sharing a laughter'],3
the indian cobra can kill  its preys with one bite indian cobra dad  why cant you kill  satisfiedindian parents,3
['this caprine animal cost so raw muslim are trying to fuck it'],3
['pelosi slams trump after he get mexico to undermine says threats temper tantrums are no elbow room to negotiate alien policy why be she so brainsick that cornet got mexico to finally aid us break off illegal immigration'],3
['if i punch myself and information technology hurt am 1 weak or strong strong infirm an idiot'],3
['when youre let out simply still gild solid food from online gaand fate toh fate par nawabi na ghate'],2
['porn hub deuce men fuck full nation'],1
['yaar ye padhai bhi badi relax hoti hai bas partner sahi hona chahiye this line from kota factory is just this series is like bhi dekho inspiring hi lagti hai we want morre series similar this'],2
['realize i fuckin told you a petty foil on top bread and butter them juicy spiritualist rare is best'],1
pagali ne dil jeet liyaaa,0
['hello im brand zuckerberg and im a no good tool chump'],1
['hannah ilexxa artium baccalaurens itna perhna hour angle ka ek asa ghar khareed saku translate tweet doc doctorkaun funny that you call back aise ghar parhayise kahreede ja skat hain'],1
desi trolls girl friend bearded beardless,0
rishabh bhandari neend  female player for this gameany volunteerladki tujhse fasti naidaaru abhi sasti nai rishabh beta masti naii,0
,0
['when a guy texts you hiwhen you open up the dm and see dick flick'],1
['i desire to hold your hand laugh with youwalk next to you nuzzle on the couch look into your eyes talk about everything osculate your look every shit day'],1
bina awaz ke rona rone se bhi zyada dard deta hai…,0
['raise your hand if you think stress clump really forge an ut who take a stress testicle when you have boobs'],1
['coolest warning if you hit this sign of the zodiac you leave strike that span'],3
['hour ago karnataka residents burst firecrackers to celebrate the reopening of liquor shops mxplayer bevda gaand circumstances toh fate par nawabi na ghate'],2
['yaar ye padhai bhi badi decompress hoti hai bas partner sahi hona chahiye this telephone circuit from kota factory is just this serial live like bhi dekho inspire hi lagti hai we desire morre series like this'],2
['and then i told that caprine animal fucker suck my whizz spangled dick'],3
['gotta be careful who you fuck with people will instruct you scarcely to hurt you'],3
['i but wanna show you something comment what you recall helium gonna show this stooge fucker'],2
['odour that thats why we have to use condoms'],1
['fcuk itdora fatehi'],3
sabji to kati nahi jatitera kya katungi kabhi to propose karrakhi nhi bandhungi,0
['virat no users find viratkohli reciprocal followers suggested rohi rohit sharma follow meanwhile viratsaala jalta hain mujhse'],3
 good morning sir   thankyou sir,0
wnen youre walking home and come across a naked corpse i shouldnt,1
sagar sagarcasm mei want to open a new account sbi employeewhats your namemeharshad mallya sbi employee,0
['game of throne team be thinking about work up a documentary astir hitler'],3
['melaughs a lillifejyada ho raha hai'],1
traditional yet seductive thats what a saree does,0
most well behaved students from section d,0
['iodine do not require to hear any longer about gunman control from a person who is making information technology easy for persia to obtain atomic weapons'],3
['gotta be careful world health organization you fuck with citizenry will learn you just now to hurt you'],3
crush i love diamonds  btw whats your name  me heera thakur,0
haaloo,0
['when your young lady is bulimic just you like gagging sounds so you call her roly poly while you beat your marrow in the shower'],2
['buckle up sugar tits cause im astir to guide you to egyptian pound town in the fuck truck'],1
what came  sun or moon moon madam how madam ji honeymoonhoga tabhhi toh son aayega,0
['this capricorn be hence raw muslim are trying to fuck it'],3
ive finally found itafter  years the scroll of truthpeople can have entirely opposite opinionsstill love each other nyehhh bhakts,0
['phony real'],1
['we fly planing machine into their buildings like a shot they kiss our asses'],1
['me and my best supporter laughing at something stupid nobody else finds comical'],2
steve smith got caught scuffing red handedly while scuffing rishab pants cease guard australians,0
['couples after read corner seat in threatres'],3
look i can nearly fit as many balls in my mouth as your girlfriend,0
['most embarrassing sex momentour grandma walked in our'],1
what a true rapist looks like,0
['fcuk itdora fatehi'],3
['adolf hitler casually killing million of jews with no remorse'],3
girls after seeing desi adult trolls memes,0
when your step sister says she wants to have a forehead competition,0
when shoe price is more than your salary,0
['if that uckin mongrel wins personify all going to hang from nooses you better set this shit hillary clinton email to donna brazile oct'],3
['when they dont let you use water on holi or burst cracker on diwali so you just interchange them and laughter at the government yeahthis be big head time'],1
['petrol toll hit in india boys world health organization have ktm boys who have bicycle'],3
rep omar somali refugee claims life in usa is an everyday assault is she right or out of her mind,0
when  i finish my favourite webtv series my lonlinessmaalikaage ka kya socha hai,0
vivek will always be remembered for sivajithe boss  aparichit,0
['texts polish with chemicals everybody lose his shit texts polish with chemical substance cypher bats an eye'],1
wait stop scrolling  padh looffline exams ho gaye toh fail ho jaoge,0
"[""ne'er had one before what a room to yourself a white bitch""]",2
['pigeon after they grass no scope on your car and unlock the rainbow skin'],3
family of products dad the box from an old almirah having my childhood stuff including toys adult me,0
['poonam pandey poonamp chasing should personify cake walk indvpak retweet if u agree smoking attainment smokingskill yes only isme nange hone wali kya baat hai poonam ji'],3
people who have charger pioint near their bed are lucky me,0
['slipped and hit the bathtub immediately everyone be asking if thing be okay at home'],3
['lucifer is spicy lashkar e tayyiba kill all noncatholics antichrist sun worship'],3
['felicitous birthday ya lil goat fucker'],2
['show me your bare naked ankle joint you dirty whore'],1
azim premji tops the list of making highest donation in  he has donated a total of  crore that is  cr per day,0
what is needed to run tv series successfully content this,0
['fuck dark explain what was thala doing hither'],1
my bed when i try to sleep  my bed when i try to wake up ,0
finally kokila ben ko shaanti mili,0
top posts chettinad palace your attitude may hurt mebut mine can even kill you ,3
['i hate americans more than hillary or obama faith me'],2
['jew hater demonrat sewage an malign cancer that wants to destroy america'],3
"[""i have ne'er been afraid of ghists and horro movies but this shit expend to pall maine alike hell""]",3
only you can make me smile after having a bad day,0
['pakistanpatient recovers from coronavirusthrows party to peopletested cocksure once again gaand fate toh luck equation nawabi na ghate'],2
there is a special place in heaven for this woman,0
['juan joys borja the laughing bozo have passed away at the age of you made us laugh though we couldnt sympathise what you were read rent king'],1
ravi shastri using hand sanitizer for the first time badi jaanu pehchaani si mehek aa rahi hai,0
['when you look at your baulk stub and see how much federal and res publica took you raggedy squawk'],2
['never had one before what a elbow room to yourself a white cunt'],2
"[""i dont e'er throw sweaty ball only when i do theyre wet than a tiajuana hooker during spring break and smell like a snake god vagina""]",1
ty for this beautiful ring u made my day u much much,0
['wherefore do white people sense similar bologna'],1
['this pork be and so sore its ramadan prison term muslims worship piggy'],2
['white trash go to hell trump fuck donald trump'],3
['porn hub 2 men jazz entire nation'],1
['when youre broke merely still order food from online gaand portion toh fate equation nawabi na ghate'],2
['petrol price hits in india son who have ktm boys world health organization have cycle'],3
['chief crooked bone spurs aka donald trump bear witness you dont have to make up poor to be blanched trash'],3
i said glass of juice not gas the jews,0
['your black neighbour after you call off the fuzz'],2
['couplet after take corner seats in threatres'],3
['youre a magician motherfucker'],2
how long do spiders live…goliath birdeater  years …tom holland age  years,0
anty ball dedo plz agli barr pakka nahi aayegi kattapa bhag bhai antyji bhardak gyi lagta h,0
['other countries to china puri duniya ki maa chd di bhenchd tune'],2
the real sardars are shocked to see the overacting skills of these cartoons,0
['ask that dumb ass interrogative sentence again and ill headland out'],3
['honor killings be part of our culture considerably then information technology will be my honour to kill you all'],3
['when you told her you be going to fuck her cashbox she was dazed'],2
['people bullshit how can you get wind an paradigm me moonshanky'],3
['eat have more to a greater extent bacon gender'],1
['my current life sentence pine tree state love societal media by sharing memes ishitaroy'],3
['matchless wise life money comprise like dettol because it kills problems'],3
